person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y,Actual_Status,Default_Probability,Prescribed_Strategy
25,40000,7.0,2100,6.03,0.05,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.053966079774673804,Green Tier (Standard Approval)
24,113000,5.0,17950,11.99,0.16,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0.09005071803851823,Green Tier (Standard Approval)
22,73000,6.0,7000,7.49,0.1,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.051641799953765985,Green Tier (Standard Approval)
25,32004,5.0,5000,14.35,0.16,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0.6766941470842597,Red Tier (Automatic Decline)
29,48000,2.0,5000,11.97,0.1,5,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0.11359929445617883,Green Tier (Standard Approval)
31,38000,15.0,14400,8.94,0.38,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,0.6790463781335987,Red Tier (Automatic Decline)
24,80000,2.0,2500,11.49,0.03,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,0.1318219034005114,Green Tier (Standard Approval)
38,33600,0.0,4800,8.49,0.14,11,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0.18920475575766382,Green Tier (Standard Approval)
22,41196,6.0,6800,11.59,0.17,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0,0.4772524140851133,Amber Tier (Risk-Adjusted Conditional Approval)
22,67350,6.0,9600,14.96,0.14,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.6728679042017645,Red Tier (Automatic Decline)
25,32000,1.0,1500,7.29,0.05,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0.20261491838399745,Green Tier (Standard Approval)
30,60000,0.0,6000,8.94,0.1,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.20560747687435263,Green Tier (Standard Approval)
23,72000,2.0,9000,13.47,0.13,3,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0,0.2290772327701537,Green Tier (Standard Approval)
29,120000,2.0,7000,15.31,0.06,8,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0.5685187636121156,Amber Tier (Risk-Adjusted Conditional Approval)
25,62500,2.0,12000,16.77,0.19,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0.9300607941986127,Red Tier (Automatic Decline)
22,61500,3.0,10000,14.22,0.16,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,0.5163503859246947,Amber Tier (Risk-Adjusted Conditional Approval)
23,92000,7.0,18000,12.68,0.2,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0.16386153112553864,Green Tier (Standard Approval)
23,24000,4.0,5000,6.62,0.21,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0.5708756249685408,Amber Tier (Risk-Adjusted Conditional Approval)
23,36000,7.0,6725,11.49,0.19,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,0.5225773076019135,Amber Tier (Risk-Adjusted Conditional Approval)
36,35000,2.0,7500,7.49,0.21,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.4313661192573894,Amber Tier (Risk-Adjusted Conditional Approval)
26,21600,0.0,5000,9.99,0.23,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0.7299381974964214,Red Tier (Automatic Decline)
26,30000,2.0,6000,6.54,0.2,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0.470468839022946,Amber Tier (Risk-Adjusted Conditional Approval)
22,36614,5.0,7000,9.99,0.19,4,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,1,0.5364659723382192,Amber Tier (Risk-Adjusted Conditional Approval)
25,32400,1.0,2000,14.35,0.06,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,1,0.28926953297722385,Amber Tier (Risk-Adjusted Conditional Approval)
32,54000,9.0,13000,12.53,0.24,10,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0.2686469860485091,Amber Tier (Risk-Adjusted Conditional Approval)
26,75000,11.0,6000,14.96,0.08,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.4769471869982043,Amber Tier (Risk-Adjusted Conditional Approval)
22,80750,1.0,24000,15.99,0.25,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,0.7623882091549239,Red Tier (Automatic Decline)
28,61000,12.0,15000,13.99,0.25,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0,0.7390766687881647,Red Tier (Automatic Decline)
25,36499,1.0,4200,10.99,0.12,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,1,0.5035852837668813,Amber Tier (Risk-Adjusted Conditional Approval)
23,65000,5.0,2275,7.49,0.04,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.10486931335395538,Green Tier (Standard Approval)
30,62000,9.0,5000,13.11,0.08,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0,0.15160789882580133,Green Tier (Standard Approval)
22,140000,4.0,15000,14.17,0.11,3,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0,0.12113413073997843,Green Tier (Standard Approval)
27,84000,0.0,2500,14.59,0.03,9,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1,0.5695875433797546,Amber Tier (Risk-Adjusted Conditional Approval)
22,16094,2.0,5500,7.14,0.34,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0.5910188274340066,Amber Tier (Risk-Adjusted Conditional Approval)
42,32000,5.0,10000,10.38,0.31,15,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,1,0.620136354187873,Red Tier (Automatic Decline)
25,155000,9.0,18000,7.51,0.12,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.05216285760823116,Green Tier (Standard Approval)
40,110000,14.0,5000,11.49,0.05,14,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0,0.103743245595786,Green Tier (Standard Approval)
23,52000,5.0,4600,14.96,0.09,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,0.8084698379133437,Red Tier (Automatic Decline)
23,52000,0.0,3000,5.99,0.06,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.10224535302914431,Green Tier (Standard Approval)
30,165000,3.0,15000,13.92,0.09,9,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0,0.09515400742317383,Green Tier (Standard Approval)
25,40000,9.0,2400,5.42,0.06,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.10014730889353167,Green Tier (Standard Approval)
22,66614,6.0,11000,17.99,0.14,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1,0.8342004194383055,Red Tier (Automatic Decline)
28,34000,12.0,3500,15.58,0.1,6,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,0.8028802569812374,Red Tier (Automatic Decline)
28,40000,6.0,10500,14.27,0.26,6,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0,0.6933256460729232,Red Tier (Automatic Decline)
29,70000,6.0,7000,7.74,0.1,6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.1356610003753762,Green Tier (Standard Approval)
29,59004,0.0,4800,11.49,0.08,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0.3215622216124209,Amber Tier (Risk-Adjusted Conditional Approval)
30,54000,1.0,16000,17.99,0.3,10,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,1,0.9645565182600563,Red Tier (Automatic Decline)
23,36000,0.0,10000,8.59,0.28,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.5705313120719417,Amber Tier (Risk-Adjusted Conditional Approval)
29,44004,7.0,10000,15.33,0.23,8,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,1,0.9386389387450825,Red Tier (Automatic Decline)
31,82656,10.0,6000,12.09,0.07,9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.17350159411700514,Green Tier (Standard Approval)
23,80000,7.0,10000,7.74,0.13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.14530111007755894,Green Tier (Standard Approval)
26,75000,1.0,3000,9.63,0.04,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.1541528640977221,Green Tier (Standard Approval)
30,46000,1.0,12000,13.48,0.26,9,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0,0.47649994236261234,Amber Tier (Risk-Adjusted Conditional Approval)
25,35000,3.0,5000,10.36,0.14,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.43116379398621,Amber Tier (Risk-Adjusted Conditional Approval)
27,30000,2.0,11500,10.36,0.38,6,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,1,0.7832795453035439,Red Tier (Automatic Decline)
33,84996,17.0,10000,8.0,0.12,10,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.13413690425333943,Green Tier (Standard Approval)
28,47500,2.0,8500,7.88,0.18,10,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.2818617617890717,Amber Tier (Risk-Adjusted Conditional Approval)
48,130000,2.0,24000,9.91,0.18,15,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0,0.08012443784262341,Green Tier (Standard Approval)
29,42000,0.0,15000,14.25,0.36,9,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,0.9810021888697855,Red Tier (Automatic Decline)
25,84000,0.0,4500,12.18,0.05,2,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0,0.19611126857916547,Green Tier (Standard Approval)
22,32400,4.0,4000,15.31,0.12,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,1,0.786390556547912,Red Tier (Automatic Decline)
37,21600,4.0,3800,15.31,0.18,11,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1,0.9526665267946746,Red Tier (Automatic Decline)
25,188000,9.0,25000,13.24,0.13,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1,0.4034487529011384,Amber Tier (Risk-Adjusted Conditional Approval)
30,32004,4.0,5500,8.0,0.17,8,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.030057722237867786,Green Tier (Standard Approval)
24,35004,9.0,10400,16.82,0.3,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0.9817832995393643,Red Tier (Automatic Decline)
39,76000,8.0,5000,6.03,0.07,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.11916322609629103,Green Tier (Standard Approval)
27,60000,4.0,7200,8.9,0.12,7,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0.360512371220467,Amber Tier (Risk-Adjusted Conditional Approval)
31,47000,10.0,23000,14.84,0.49,9,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1,0.9673156063618182,Red Tier (Automatic Decline)
25,25000,3.0,3000,6.76,0.12,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.025847352485539307,Green Tier (Standard Approval)
24,25000,0.0,4400,6.76,0.18,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.3385185272661919,Amber Tier (Risk-Adjusted Conditional Approval)
37,780000,9.0,7500,12.18,0.01,13,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0,0.14910590071802507,Green Tier (Standard Approval)
39,95000,3.0,20000,14.84,0.21,11,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0,0.7825302232059701,Red Tier (Automatic Decline)
26,105000,6.0,12000,11.99,0.11,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.1548020236508727,Green Tier (Standard Approval)
23,67476,5.0,25000,13.49,0.37,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1,0.6863597618661068,Red Tier (Automatic Decline)
34,91000,19.0,15000,10.99,0.16,10,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,0.07207044056406448,Green Tier (Standard Approval)
29,30000,3.0,6000,5.79,0.2,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.3851222204213677,Amber Tier (Risk-Adjusted Conditional Approval)
34,72000,6.0,5000,10.59,0.07,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.2416757122342295,Green Tier (Standard Approval)
25,50000,9.0,10000,6.92,0.2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.19458089599266806,Green Tier (Standard Approval)
23,52000,7.0,5000,11.48,0.1,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1,0.1736146478000057,Green Tier (Standard Approval)
24,85000,8.0,10000,10.37,0.12,4,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0,0.2109213474473421,Green Tier (Standard Approval)
28,65000,2.0,7200,13.98,0.11,8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0,0.4234698281466023,Amber Tier (Risk-Adjusted Conditional Approval)
35,87550,3.0,28000,18.62,0.27,10,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1,0.9170881692514764,Red Tier (Automatic Decline)
23,24000,0.0,2000,14.35,0.08,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,0,0.34594325207900384,Amber Tier (Risk-Adjusted Conditional Approval)
29,44000,8.0,11000,7.29,0.25,6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0.3081614345665279,Amber Tier (Risk-Adjusted Conditional Approval)
23,83300,0.0,25000,15.31,0.26,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,0.7472744138661864,Red Tier (Automatic Decline)
39,30000,4.0,10375,8.9,0.35,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.6346359942208383,Red Tier (Automatic Decline)
22,95000,2.0,24000,7.9,0.25,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.148852794742194,Green Tier (Standard Approval)
50,35880,0.0,4600,12.23,0.13,13,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0,0.4694695275876172,Amber Tier (Risk-Adjusted Conditional Approval)
24,40000,6.0,12000,13.49,0.3,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,0.8288119225684146,Red Tier (Automatic Decline)
37,89000,3.0,5000,6.91,0.06,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.054119339288881206,Green Tier (Standard Approval)
25,108000,0.0,21000,11.71,0.19,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0.19100904342210512,Green Tier (Standard Approval)
25,70000,9.0,15000,16.02,0.21,4,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0,0.935408159574769,Red Tier (Automatic Decline)
22,21000,4.0,3000,11.49,0.14,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.3994953120986048,Amber Tier (Risk-Adjusted Conditional Approval)
25,67000,3.0,7000,8.94,0.1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0.2308359271092741,Green Tier (Standard Approval)
24,90000,4.0,12000,9.91,0.13,2,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0,0.18407953068043378,Green Tier (Standard Approval)
29,115000,13.0,5000,6.03,0.04,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.07223522281928126,Green Tier (Standard Approval)
22,9600,4.0,1200,10.37,0.13,2,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0,0.3787139821076006,Amber Tier (Risk-Adjusted Conditional Approval)
36,60000,1.0,7200,13.48,0.12,12,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0,0.3635747133107217,Amber Tier (Risk-Adjusted Conditional Approval)
25,55000,1.0,6400,6.03,0.12,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.08340269661923182,Green Tier (Standard Approval)
38,30132,4.0,3000,13.85,0.1,14,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,1,0.3676298224782344,Amber Tier (Risk-Adjusted Conditional Approval)
23,44000,1.0,5000,13.99,0.11,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,1,0.4762267360751115,Amber Tier (Risk-Adjusted Conditional Approval)
48,30000,0.0,6000,12.42,0.2,12,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0.6709627457478099,Red Tier (Automatic Decline)
22,45000,0.0,4000,13.48,0.09,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,0,0.30985891781640296,Amber Tier (Risk-Adjusted Conditional Approval)
22,22596,4.0,7500,9.76,0.33,4,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,1,0.8724301720940381,Red Tier (Automatic Decline)
22,30000,1.0,5500,12.53,0.18,4,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0,0.5537949778160447,Amber Tier (Risk-Adjusted Conditional Approval)
40,35820,0.0,3275,8.88,0.09,11,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.27202838392923995,Amber Tier (Risk-Adjusted Conditional Approval)
33,30784,7.0,9950,12.99,0.32,8,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0.8929531483839767,Red Tier (Automatic Decline)
25,43000,9.0,15000,15.57,0.35,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1,0.9832767896212187,Red Tier (Automatic Decline)
29,70004,0.0,12500,8.88,0.18,7,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0,0.2218390732373741,Green Tier (Standard Approval)
32,54000,3.0,10975,7.66,0.2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.262991192964956,Amber Tier (Risk-Adjusted Conditional Approval)
30,33300,2.0,1600,7.4,0.05,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.10418402933167022,Green Tier (Standard Approval)
25,150000,6.0,5000,13.16,0.03,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.1668230720170427,Green Tier (Standard Approval)
26,67500,1.0,5000,12.18,0.07,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.281190871745313,Amber Tier (Risk-Adjusted Conditional Approval)
31,60000,5.0,6500,10.99,0.11,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0.2648996282364652,Amber Tier (Risk-Adjusted Conditional Approval)
29,60000,1.0,6000,10.01,0.1,10,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0,0.3686964682315906,Amber Tier (Risk-Adjusted Conditional Approval)
25,130000,3.0,8000,13.49,0.06,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,0.2149374144464025,Green Tier (Standard Approval)
25,154000,2.0,9200,12.61,0.06,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0.17981358061167382,Green Tier (Standard Approval)
29,120000,8.0,5000,7.43,0.04,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.03139569715104335,Green Tier (Standard Approval)
26,45000,3.0,1500,10.25,0.03,4,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.20642020593648366,Green Tier (Standard Approval)
25,39600,5.0,4800,12.42,0.12,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0.37726949023095757,Amber Tier (Risk-Adjusted Conditional Approval)
21,20400,2.0,4500,10.99,0.22,3,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0,0.5082746957583455,Amber Tier (Risk-Adjusted Conditional Approval)
31,53000,15.0,10000,15.31,0.19,10,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.7212901000652837,Red Tier (Automatic Decline)
22,62000,2.0,6000,13.92,0.1,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0.19170596934787182,Green Tier (Standard Approval)
27,58000,3.0,13000,11.58,0.22,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0,0.30211691441812094,Amber Tier (Risk-Adjusted Conditional Approval)
44,57000,1.0,4200,10.99,0.07,11,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0,0.20312686269300487,Green Tier (Standard Approval)
27,207182,11.0,22000,10.62,0.11,5,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,0.01981585551394182,Green Tier (Standard Approval)
33,48000,1.0,6000,7.49,0.13,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.19652806511962603,Green Tier (Standard Approval)
24,36996,7.0,7800,15.31,0.21,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,0.8869477435849861,Red Tier (Automatic Decline)
25,35000,1.0,5400,12.17,0.15,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0.8566893613381352,Red Tier (Automatic Decline)
24,45000,2.0,9200,11.89,0.2,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0.2929805998691003,Amber Tier (Risk-Adjusted Conditional Approval)
24,145000,4.0,20000,11.36,0.14,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.09717680777405564,Green Tier (Standard Approval)
36,49901,13.0,8400,13.61,0.17,12,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0.5020573111301618,Amber Tier (Risk-Adjusted Conditional Approval)
33,30000,1.0,5000,12.68,0.17,10,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0.06241668735630831,Green Tier (Standard Approval)
22,43385,7.0,23000,13.48,0.53,3,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1,0.9579266843491527,Red Tier (Automatic Decline)
25,35000,2.0,6400,7.49,0.18,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.06872145191841289,Green Tier (Standard Approval)
21,42500,0.0,2500,10.99,0.06,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0.30539151881486243,Amber Tier (Risk-Adjusted Conditional Approval)
37,29000,8.0,7750,10.99,0.27,16,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.6757793280602672,Red Tier (Automatic Decline)
24,98000,8.0,12000,6.03,0.12,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.022686260997428858,Green Tier (Standard Approval)
39,108000,6.0,30000,16.49,0.28,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1,0.6006037581174466,Red Tier (Automatic Decline)
35,74000,13.0,5000,7.9,0.07,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.11464177694813332,Green Tier (Standard Approval)
28,75000,0.0,6000,7.49,0.08,6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0.08049152841169799,Green Tier (Standard Approval)
21,35000,2.0,7200,15.23,0.21,4,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.11458866714226505,Green Tier (Standard Approval)
24,74448,8.0,4000,7.49,0.05,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.05562454256648261,Green Tier (Standard Approval)
27,122000,3.0,15000,12.73,0.12,5,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0,0.1894595323903403,Green Tier (Standard Approval)
28,47000,5.0,6000,8.88,0.13,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,0.2767601405885222,Amber Tier (Risk-Adjusted Conditional Approval)
28,42000,4.0,9600,7.9,0.23,7,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0.5212297870034093,Amber Tier (Risk-Adjusted Conditional Approval)
29,46000,4.0,12000,10.74,0.26,10,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.6484318968395876,Red Tier (Automatic Decline)
23,28000,6.0,7000,9.99,0.25,4,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0,0.09226154360322265,Green Tier (Standard Approval)
25,28128,2.0,7500,15.33,0.27,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1,0.9480184888679869,Red Tier (Automatic Decline)
22,49000,3.0,9600,15.31,0.2,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0.9426036073444785,Red Tier (Automatic Decline)
23,44000,0.0,7500,16.0,0.17,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1,0.8667691139541619,Red Tier (Automatic Decline)
25,162000,5.0,25000,16.0,0.15,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.5302101438298281,Amber Tier (Risk-Adjusted Conditional Approval)
41,32496,4.0,2000,10.99,0.06,12,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1,0.1871009176251958,Green Tier (Standard Approval)
27,27000,6.0,10000,15.62,0.37,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0.993615047748889,Red Tier (Automatic Decline)
33,69000,3.0,15000,10.62,0.22,7,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,1,0.517381312473203,Amber Tier (Risk-Adjusted Conditional Approval)
32,38000,2.0,12000,12.42,0.32,6,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1,0.7452771267310959,Red Tier (Automatic Decline)
31,54050,8.0,12000,10.99,0.22,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0,0.4009401615800886,Amber Tier (Risk-Adjusted Conditional Approval)
21,50000,5.0,5375,7.49,0.11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.17237970446949413,Green Tier (Standard Approval)
35,15000,3.0,3700,9.32,0.25,5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,0.2342877305291372,Green Tier (Standard Approval)
21,47500,2.0,7500,10.99,0.16,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0.48737708383091644,Amber Tier (Risk-Adjusted Conditional Approval)
53,88000,0.0,5000,8.49,0.06,25,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.11359949153997445,Green Tier (Standard Approval)
26,80040,6.0,10000,7.49,0.12,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,0.08437034450906039,Green Tier (Standard Approval)
23,56000,4.0,3000,6.76,0.05,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.05576228051535674,Green Tier (Standard Approval)
26,60000,4.0,7000,9.62,0.12,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0.12094574312286448,Green Tier (Standard Approval)
23,35000,7.0,5000,12.98,0.14,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1,0.275675282546051,Amber Tier (Risk-Adjusted Conditional Approval)
29,92000,2.0,20000,13.72,0.22,8,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0,0.35138785853685767,Amber Tier (Risk-Adjusted Conditional Approval)
23,80800,6.0,12000,8.9,0.15,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0.20365393816743668,Green Tier (Standard Approval)
29,65000,13.0,10000,15.33,0.15,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0,0.6941666250535354,Red Tier (Automatic Decline)
22,105000,3.0,16000,12.73,0.15,4,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,0.14012059232737317,Green Tier (Standard Approval)
24,42000,8.0,22250,11.11,0.53,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.9286750084522011,Red Tier (Automatic Decline)
